shift_number,trip_number,passenger_count,tolls_amt,tip_amt,surcharge,total_amt,trip_distance,long_end,lat_end,long_start,lat_start,vendor_name,payment_method_rec,zipcode_start,zipcode_end,dropoff_minute,dropoff_hour,dropoff_day,pickup_minute,pickup_hour,pickup_day,pickup_year,trip_duration,medallion
6455367,4909,1,0,1,0,17.5,5.9,-73.9341,40.7988,-73.9906,40.7611,CMT,Credit,10035,10018,34,23,28,12,23,28,2009,22,C8385T
276246048,24478,2,0,0,0.5,4.2,0.58,-73.9855,40.7661,-73.9886,40.759,VTS,Cash,10019,10018,57,23,18,55,23,18,2009,2,C9599T
6780730,5406,2,0,1.83,0,13.53,3.6,-73.9478,40.7796,-73.9845,40.7574,CMT,Credit,10028,10020,20,23,18,5,23,18,2009,15,C8181T
6783800,5795,2,0,0,0,13.7,3.9,-73.9467,40.7765,-73.9888,40.7638,CMT,Cash,10028,10018,17,23,18,57,22,18,2009,20,C2825T
902705,162888,1,0,0,0.5,8.2,1.8,-73.9636,40.7638,-73.9855,40.7631,DDS,Cash,10065,10018,27,23,13,16,23,13,2009,11,C4448T
7719480,5712,1,0,0,0,10.9,2.7,-73.9995,40.7275,-73.9872,40.7595,CMT,Cash,10012,10018,26,23,13,9,23,13,2009,17,C9998T
7948884,8753,2,0,0,0,36.9,6.3,-73.9794,40.678,-73.9853,40.7579,CMT,Cash,11217,10020,57,23,27,44,22,27,2009,73,C5251T
8416927,6376,1,0,0,0,4.1,0.4,-73.9924,40.7588,-73.9882,40.7644,CMT,Cash,10018,10018,50,23,24,46,23,24,2009,4,C8889T
9015778,7196,1,0,0,0.5,11.4,3,-73.9629,40.7667,-73.9857,40.7681,CMT,Cash,10065,10019,17,23,29,2,23,29,2009,15,C9492T
278649373,1954,1,8,0,0,83,17.96,-74.1013,40.9045,-73.9878,40.7562,VTS,Credit,7663,10018,0,23,12,34,22,12,2009,26,C3232T
1112228,202043,2,0,0,0.5,11.1,2.8,-73.9591,40.7691,-73.9835,40.76,DDS,Cash,10021,10020,18,23,24,7,23,24,2009,11,C9294T
280237127,6556,1,0,0.75,0.5,8.65,1.63,-73.9812,40.7421,-73.983,40.7593,VTS,Credit,10016,10020,5,23,25,56,22,25,2010,9,C8685T
280637395,8315,2,0,4.25,0.5,21.75,4.94,-74.0007,40.711,-73.9854,40.7682,VTS,Credit,10038,10019,11,23,22,46,22,22,2010,25,C2222T
280733599,2011,2,0,0,0.5,7.1,1.52,-73.9875,40.7783,-73.9901,40.762,VTS,Cash,10069,10018,22,23,29,16,23,29,2010,6,C5159T
280532333,6507,2,0,0,0.5,6.7,0.83,-73.9904,40.7574,-73.9864,40.7673,VTS,Cash,10018,10019,45,23,15,37,23,15,2010,8,C7376T
12569901,7072,1,0,0,0.5,21.9,6.5,-74.0068,40.7288,-73.9849,40.7588,CMT,Cash,10012,10020,36,23,13,3,23,13,2010,33,C7177T
12565868,1858,1,0,2.02,0.5,15.52,4.4,-73.9372,40.7985,-73.9841,40.7563,CMT,Credit,10035,10110,11,23,13,57,22,13,2010,14,C9498T
12834672,6667,1,0,0,0.5,7.5,0.8,-73.9935,40.7585,-73.9824,40.7622,CMT,Cash,10018,10020,13,23,27,4,23,27,2010,9,C7679T
281037868,7928,1,0,2.5,0.5,23.2,6.74,-73.9968,40.6862,-73.9879,40.7649,VTS,Credit,11231,10018,16,23,20,48,22,20,2010,28,C5659T
281507184,6481,2,0,2,0.5,13.1,1.94,-73.9734,40.7439,-73.982,40.7628,VTS,Credit,10016,10103,3,23,24,45,22,24,2010,18,C1214T
1408190,101961,1,0,0,0.5,15.1,3.5,-73.9859,40.7226,-73.9848,40.759,DDS,Cash,10002,10020,27,23,15,2,23,15,2010,25,C0701T
14560920,7987,1,0,1.1,0.5,7,0.8,-73.9985,40.7609,-73.9881,40.7647,CMT,Credit,10018,10018,30,23,19,25,23,19,2010,5,C7971T
282728408,3789,5,0,0,0.5,9.1,2.46,-73.9946,40.7318,-73.9926,40.7586,VTS,Cash,10003,10018,22,23,16,12,23,16,2010,10,C9492T
282731745,11226,1,0,2,0.5,10.7,2.09,-73.9935,40.7393,-73.9897,40.7624,VTS,Credit,10011,10018,32,23,16,22,23,16,2010,10,C7471T
283338445,15255,5,0,3,0.5,11.3,1.66,-73.9758,40.7451,-73.9806,40.7617,VTS,Credit,10017,10103,10,23,28,59,22,28,2010,11,C2426T
283238556,14051,1,0,1,0.5,6.5,0.8,-73.981,40.765,-73.9904,40.7608,VTS,Credit,10103,10018,21,23,21,16,23,21,2010,5,C6665T
277339908,28449,2,0,0,0,16.6,5.88,-73.8916,40.7472,-73.9869,40.7613,VTS,Cash,11372,10018,54,0,9,36,0,9,2009,18,C0303T
278255700,494,1,0,0,0.5,6.7,1.5,-73.9926,40.7456,-73.9833,40.7632,VTS,Cash,10001,10020,42,2,11,37,2,11,2009,5,C9197T
277341999,34602,1,0,0,0,9.8,3.03,-73.9892,40.7261,-73.9842,40.7592,VTS,Cash,10003,10020,6,3,9,56,2,9,2009,10,C3734T
992939,178964,1,0,0,0,6.1,1.7,-74.0036,40.7435,-73.9879,40.7648,DDS,Cash,10011,10018,56,6,10,51,6,10,2009,5,C1612T
9155206,175,1,0,0,0,19,6.2,-74.0076,40.7074,-73.9809,40.7635,CMT,Cash,10271,10103,49,7,11,24,7,11,2009,25,C6768T
277352406,23775,3,4.5,7.86,0,51.73,14.14,-73.8462,40.76,-73.9898,40.7617,VTS,Credit,11368,10018,35,9,9,50,8,9,2009,45,C0206T
280342278,5823,1,0,0,0,12.2,2.9,-73.9971,40.7254,-73.989,40.7576,VTS,Cash,10012,10018,53,10,4,35,10,4,2010,18,C3S3VT
11735357,400,1,0,1.77,0,13.57,2.1,-73.9949,40.7505,-73.9789,40.7644,CMT,Credit,10199,10103,47,11,4,29,11,4,2010,18,C9999T
277355558,27810,3,0,0,0,7.3,1.09,-73.9988,40.7611,-73.9875,40.7655,VTS,Cash,10018,10019,43,13,9,32,13,9,2009,11,C5958T
278261556,1250,5,0,5.38,0,32.78,10.48,-73.8617,40.7682,-73.9854,40.7634,VTS,Credit,11371,10018,15,13,11,46,12,11,2009,29,C1812T
8674581,409,1,0,0,0,7.7,1.3,-73.9953,40.75,-73.9879,40.7651,CMT,Cash,10199,10019,36,16,10,24,16,10,2009,12,C3538T
1038593,187727,3,4.5,5,0,40.97,11.4,-73.873,40.7741,-73.9887,40.758,DDS,Credit,11371,10018,5,16,11,21,15,11,2009,44,C0808T
8674831,613,4,0,0,0,12.5,3.5,-73.9924,40.7248,-73.9827,40.7656,CMT,Cash,10012,10103,48,17,10,28,17,10,2009,20,C4441T
8674492,1901,1,0,0,0,6.1,0.8,-73.9824,40.7577,-73.9867,40.7613,CMT,Cash,10020,10018,1,18,10,53,17,10,2009,8,C8785T
278268720,638,1,0,0,1,8.8,1.95,-73.9644,40.7734,-73.9861,40.7612,VTS,Cash,10021,10018,39,18,11,30,18,11,2009,9,C3337T
278268048,564,1,0,0,1,10.4,1.34,-73.9839,40.7508,-73.985,40.7635,VTS,Cash,10110,10018,25,18,11,9,18,11,2009,16,C9398T
8079903,4791,3,0,0,0,7.7,1.8,-73.9764,40.7412,-73.9794,40.7631,CMT,Cash,10016,10103,51,19,9,43,19,9,2009,8,C5752T
277858541,31787,5,0,0,1,7.5,0.89,-74.0028,40.7606,-73.9887,40.759,VTS,Cash,10199,10018,56,19,10,48,19,10,2009,8,C5158T
277358710,6145,1,0,0,0,13,3.34,-74.0055,40.7401,-73.9828,40.765,VTS,Cash,10014,10103,23,20,9,2,20,9,2009,21,C4747T
9161573,238,1,0,0,0.5,5.9,0.7,-73.9961,40.764,-73.9857,40.7624,CMT,Cash,10018,10018,56,20,11,51,20,11,2009,5,C7372T
11749344,2009,1,0,0,0.5,6.3,0.9,-73.9852,40.7639,-73.992,40.7595,CMT,Cash,10018,10018,8,20,4,2,20,4,2010,6,C5958T
278267392,242,5,0,0,0.5,5.5,0.63,-73.982,40.7632,-73.9885,40.7594,VTS,Cash,10103,10018,33,21,11,29,21,11,2009,4,C5852T
277358477,10681,2,0,0,0,11.4,3.99,-73.9541,40.8006,-73.9897,40.7615,VTS,Cash,10026,10018,22,22,9,9,22,9,2009,13,C8186T
278265945,399,1,0,0,0.5,9.5,1.97,-73.979,40.7403,-73.9849,40.7604,VTS,Cash,10016,10020,18,22,11,6,22,11,2009,12,C6464T
9163497,288,1,0,0,0.5,11.9,2.6,-74.0027,40.7339,-73.9884,40.7643,CMT,Cash,10011,10018,59,23,11,42,23,11,2009,17,C7377T
272567966,2178,1,0,1,0,10.8,3.09,-73.9578,40.7822,-73.9894,40.758,VTS,Credit,10028,10018,31,0,10,21,0,10,2008,10,C4944T
274326433,11663,5,0,3,0,9.2,1.19,-73.9813,40.7736,-73.988,40.7597,VTS,Credit,10023,10018,36,0,2,35,0,2,2009,1,C7373T
276858535,27,5,0,0,0.5,5.8,0,-74.0027,40.7497,-73.9874,40.7581,VTS,Cash,10199,10018,49,0,8,40,0,8,2009,9,C9391T
1215687,221948,1,0,0,0.5,8.3,1.4,-73.9804,40.7427,-73.9883,40.7566,DDS,Cash,10016,10018,8,0,3,57,23,3,2010,41771,C5658T
282152043,6395,5,0,0,0.5,7.5,1.36,-73.9848,40.7483,-73.9863,40.7625,VTS,Cash,10001,10018,19,0,8,10,0,8,2010,9,C5158T
272562612,5636,5,0,0,0,5.8,0.87,-73.9803,40.7559,-73.986,40.7606,VTS,Cash,10110,10018,5,1,10,58,0,10,2008,7,C3538T
273920192,14967,1,0,0,0,11,2.79,-73.9886,40.7315,-73.9912,40.7605,VTS,Cash,10003,10018,3,1,1,56,0,1,2009,7,C0206T
6080203,1573,1,0,2.07,0,15.37,4.5,-74.0155,40.7103,-73.9886,40.7642,CMT,Credit,10006,10018,54,1,5,39,1,5,2009,15,C9591T
11745459,8237,1,0,1,0.5,8.1,1.5,-73.9911,40.7504,-73.9804,40.7616,CMT,Credit,10119,10103,39,1,4,32,1,4,2010,7,C5454T
281254642,5878,2,0,1,0.5,6.9,1.13,-73.9752,40.7773,-73.9867,40.7658,VTS,Credit,10023,10019,21,1,6,16,1,6,2010,5,C9398T
4289741,874,1,1.8,7.12,0,35.62,11.7,-73.8983,40.8991,-73.9885,40.7642,CMT,Credit,10471,10018,36,2,12,19,2,12,2008,17,C2129T
280851066,6130,5,0,0,0.5,10.7,3.06,-73.9826,40.7313,-73.9898,40.7622,VTS,Cash,10009,10018,33,2,5,21,2,5,2010,12,C3234T
5030372,2518,2,0,1,0,7.6,1.8,-74.0008,40.7454,-73.985,40.7636,CMT,Credit,10011,10018,12,5,2,7,5,2,2009,5,C6468T
279951372,2488,5,0,0,0,9.4,2.49,-73.9534,40.7671,-73.9862,40.7612,VTS,Cash,10044,10018,38,7,3,28,7,3,2010,10,C4546T
12463231,6617,1,0,1.5,0,8.9,1.9,-73.991,40.7508,-73.9837,40.7662,CMT,Credit,10119,10019,34,7,5,29,7,5,2010,5,C7471T
11209686,4414,1,0,1.23,0,9.43,2.3,-73.9753,40.7874,-73.9819,40.7635,CMT,Credit,10162,10103,44,8,3,36,8,3,2010,8,C9691T
1309463,101282,1,0,0,0,7.8,2,-73.982,40.7401,-73.9886,40.76,DDS,Cash,10016,10018,24,8,5,15,8,5,2010,9,C7871T
4295989,8753,1,0,0,0,4.1,0.8,-73.9749,40.7623,-73.9831,40.7583,CMT,Cash,10153,10020,41,9,12,38,9,12,2008,3,C6562T
273928273,10682,1,0,0,0,6.1,1.58,-73.9917,40.7496,-73.9859,40.7678,VTS,Cash,10001,10019,58,9,1,52,9,1,2009,6,C4149T
12461990,2115,1,0,0,0,5.8,1.1,-73.9863,40.7461,-73.9864,40.7576,CMT,Cash,10001,10018,56,9,5,50,9,5,2010,6,C2122T
13008635,7726,1,0,0,0,6.2,1,-73.9681,40.7579,-73.9841,40.7613,CMT,Cash,10022,10020,8,9,6,1,9,6,2010,7,C8886T
3516153,6449,1,0,0,0,7.3,1.5,-73.9941,40.75,-73.9813,40.7643,CMT,Cash,10119,10103,52,10,10,41,10,10,2008,11,C6363T
273446691,14911,1,0,0,0,3.7,0.58,-73.9956,40.7542,-73.9904,40.7614,VTS,Cash,10199,10018,1,10,12,59,9,12,2008,2,C2522T
280356977,9506,1,0,0,0,5.8,1.11,-73.9769,40.7593,-73.9855,40.7587,VTS,Cash,10111,10020,15,10,4,9,10,4,2010,6,C7374T
272568400,14695,5,0,0,0,45,19.42,-73.7801,40.6475,-73.9847,40.7567,VTS,Cash,11422,10020,1,11,10,9,10,10,2008,52,C9996T
276870695,26119,2,0,0,0,31.3,11.34,-73.815,40.7391,-73.9866,40.7615,VTS,Cash,11367,10018,30,11,8,38,10,8,2009,52,C9797T
11207979,5287,1,0,0,0,8.2,1.5,-73.9857,40.7601,-73.9864,40.7578,CMT,No charge,10018,10018,50,11,3,39,11,3,2010,11,C6862T
279953777,5444,1,0,1,0,7.6,1.23,-73.9821,40.7736,-73.9906,40.7611,VTS,Credit,10069,10018,52,11,3,45,11,3,2010,7,C2321T
6088475,1729,1,0,0,0,4.9,0.9,-73.9984,40.7593,-73.9879,40.7603,CMT,Cash,10018,10018,25,12,5,21,12,5,2009,4,C3833T
3516345,355,1,0,1.81,0,13.91,3.4,-73.9961,40.7293,-73.9899,40.7623,CMT,Credit,10012,10018,7,13,10,50,12,10,2008,17,C7672T
276867721,29467,4,0,0,0,5.7,0.94,-73.9934,40.7545,-73.986,40.7598,VTS,Cash,10199,10018,11,13,8,5,13,8,2009,6,C2228T
276871553,27450,2,0,0,0,4.1,0.44,-73.9843,40.7631,-73.988,40.7584,VTS,Cash,10020,10018,44,13,8,41,13,8,2009,3,C1514T
11211562,2369,1,0,0,0,7.4,1.3,-73.9912,40.7503,-73.9867,40.7613,CMT,Cash,10119,10018,59,13,3,49,13,3,2010,10,C7879T
280859481,6379,1,0,0,0,4.6,0.53,-73.9733,40.7646,-73.9816,40.7609,VTS,Cash,10153,10020,6,13,5,3,13,5,2010,3,C0306T
13729686,5971,1,0,0.75,0,5.75,0.8,-73.9864,40.7569,-73.9817,40.7666,CMT,Credit,10018,10103,33,13,7,28,13,7,2010,5,C7471T
1400323,101912,1,0,0,0,12.6,3.1,-74.0012,40.7275,-73.9823,40.7657,DDS,Cash,10012,10103,10,13,7,51,12,7,2010,19,C7276T
272574588,2435,1,0,0,0,5.3,0.86,-73.9754,40.7624,-73.9865,40.7617,VTS,Cash,10153,10018,19,14,10,13,14,10,2008,6,C1914T
274333944,18885,1,0,0,0,4.5,0.71,-73.9773,40.7587,-73.9873,40.7604,VTS,Cash,10111,10018,29,14,2,24,14,2,2009,5,C4347T
12461834,9532,3,0,0,0,10.2,2.2,-74.0073,40.7412,-73.9859,40.7682,CMT,Cash,10014,10019,35,14,5,20,14,5,2010,15,C3837T
12461680,9419,1,0,0,0,8.2,2.1,-73.9674,40.7716,-73.9889,40.7584,CMT,Cash,10021,10018,30,14,5,22,14,5,2010,8,C5157T
4299896,6557,1,0,0,0,4.9,0.7,-73.9824,40.7683,-73.9897,40.7623,CMT,Cash,10019,10018,46,15,12,41,15,12,2008,5,C8489T
7513878,1922,4,0,0,0,5.3,1,-74.0008,40.7619,-73.986,40.7589,CMT,Cash,10018,10018,40,15,8,35,15,8,2009,5,C2527T
276868405,31118,5,0,0,0,11.7,2.84,-74.0045,40.7434,-73.9817,40.7644,VTS,Cash,10011,10103,14,15,8,56,14,8,2009,18,C1616T
276871798,27898,5,0,0,0,8.5,1.52,-73.9788,40.7526,-73.9863,40.7671,VTS,Cash,10110,10019,7,16,8,54,15,8,2009,13,C7671T
276872504,10430,2,0,0,0,5.3,0.69,-73.9754,40.7566,-73.9854,40.7582,VTS,Cash,10171,10020,43,16,8,36,16,8,2009,7,C0805T
280361462,7031,5,0,0,0,3.8,0.11,-73.9837,40.7619,-73.9813,40.7618,VTS,Cash,10020,10103,29,16,4,26,16,4,2010,3,C4249T
281263355,4029,1,0,0,0,8.6,1.27,-73.974,40.7519,-73.9852,40.7587,VTS,Cash,10017,10020,47,16,6,35,16,6,2010,12,C1518T
281762287,9492,1,0,0,0,11,2.99,-73.9788,40.737,-73.9864,40.7668,VTS,Cash,10009,10019,42,16,7,29,16,7,2010,13,C7171T
280364358,7170,5,0,2,0,9.4,1.13,-73.9847,40.7483,-73.9845,40.7602,VTS,Credit,10001,10020,52,17,4,42,17,4,2010,10,C9298T
281264484,9616,4,0,0,0,9,2.34,-74.0033,40.7329,-73.9822,40.7633,VTS,Cash,10011,10103,14,17,6,4,17,6,2010,10,C5353T
3518119,8344,1,0,0,0,14.1,3.2,-73.9956,40.7233,-73.9896,40.7622,CMT,Cash,10012,10018,24,18,10,0,18,10,2008,24,C7578T
6094913,6718,2,0,0,0,10.5,2.6,-73.9617,40.7798,-73.9848,40.7624,CMT,Cash,10028,10020,26,18,5,12,18,5,2009,14,C0102T
276873314,19960,5,0,0,0,6.5,1.43,-73.9743,40.7626,-73.9859,40.7594,VTS,Cash,10153,10018,22,18,8,14,18,8,2009,8,C2322T
280864898,3858,1,0,0.4,0,25,6.88,-73.9703,40.69,-73.9844,40.7592,VTS,Credit,11205,10020,44,18,5,2,18,5,2010,42,C0607T
281765819,11567,5,0,0,0,7.4,1.41,-73.9928,40.7454,-73.9823,40.7627,VTS,Cash,10001,10103,1,18,7,53,17,7,2010,8,C6668T
282163040,7266,2,0,0,0,5.8,1.33,-73.9639,40.761,-73.9817,40.7635,VTS,Cash,10065,10103,42,18,8,36,18,8,2010,6,C5856T
4702377,8604,1,0,0,0,5.3,1,-73.9783,40.7524,-73.991,40.76,CMT,Cash,10110,10018,33,19,1,26,19,1,2009,7,C1319T
741590,133765,1,0,0,0,22.5,8.7,-73.8873,40.7664,-73.9816,40.7625,DDS,Cash,11371,10103,2,19,5,33,18,5,2009,29,C9493T
7517684,4362,2,4.5,0,0,49.57,16.8,-73.7907,40.6442,-73.9869,40.758,CMT,Cash,11422,10018,1,19,8,28,18,8,2009,33,C0101T
12469409,8754,1,0,0,0,6.6,0.2,-73.9859,40.7589,-73.9831,40.7624,CMT,Cash,10018,10020,31,19,5,22,19,5,2010,9,C7279T
280868257,7414,1,0,2.4,0,21.8,6.04,-74.0094,40.706,-73.987,40.7662,VTS,Credit,10271,10019,1,19,5,34,18,5,2010,27,C6169T
3519065,6911,3,0,0,0,13.4,3.5,-73.9506,40.8099,-73.9837,40.7631,CMT,Cash,10027,10020,25,20,10,7,20,10,2008,18,C0808T
6097962,4998,1,0,0,0,18.5,4.7,-73.9965,40.7161,-73.987,40.7663,CMT,Cash,10278,10019,41,20,5,12,20,5,2009,29,C3638T
279959775,4334,5,0,0,0.5,7.5,1.53,-73.9605,40.7682,-73.9797,40.765,VTS,Cash,10021,10103,13,20,3,5,20,3,2010,8,C0401T
14317938,7811,1,0,1.66,0.5,9.96,1.4,-74.0028,40.7606,-73.9826,40.7583,CMT,Credit,10199,10020,20,20,8,9,20,8,2010,11,C3731T
274341153,7878,2,0,0,0,9.8,2.62,-74.0075,40.7402,-73.9874,40.7593,VTS,Cash,10014,10018,48,21,2,37,21,2,2009,11,C0803T
7520818,513,1,0,0,0,6.9,1.5,-74.0054,40.7414,-73.9907,40.7611,CMT,Cash,10014,10018,59,21,8,51,21,8,2009,8,C4345T
11758206,5368,1,0,0,0.5,7.1,0.8,-73.9931,40.7708,-73.9823,40.7657,CMT,Cash,10019,10103,9,21,4,1,21,4,2010,8,C3537T
11767643,5757,1,0,0.5,0.5,10,2.5,-74.0013,40.7473,-73.9819,40.7652,CMT,Credit,10199,10103,32,21,4,22,21,4,2010,10,C0601T
282164104,14574,1,0,0,0.5,9.9,2.53,-73.9816,40.7847,-73.985,40.76,VTS,Cash,10023,10020,56,21,8,43,21,8,2010,13,C0901T
282166579,7975,5,0,3,0.5,10.1,1.28,-73.9955,40.7647,-73.9773,40.7649,VTS,Credit,10018,10153,44,21,8,37,21,8,2010,7,C5555T
272577205,19021,4,0,0,0,6.6,0.93,-73.9741,40.7579,-73.9838,40.7644,VTS,Cash,10154,10103,34,22,10,26,22,10,2008,8,C8287T
273453219,3423,5,0,0,0,6.2,1.07,-73.996,40.7673,-73.9803,40.7656,VTS,Cash,10019,10103,10,22,12,2,22,12,2008,8,C9699T
281764440,11369,2,0,0,0.5,7.1,1.28,-73.9974,40.7467,-73.9833,40.7614,VTS,Cash,10199,10020,40,22,7,34,22,7,2010,6,C5854T
3521881,3165,1,0,2.95,0,14.75,2.8,-73.9827,40.7411,-73.9888,40.7637,CMT,Credit,10016,10018,26,23,10,9,23,10,2008,17,C1218T
7520790,5862,1,0,0,0,5.3,1.1,-73.9807,40.7739,-73.9849,40.7605,CMT,Cash,10023,10020,40,23,8,35,23,8,2009,5,C0609T
276872290,18991,1,0,3,0.5,18.8,4.37,-74.0005,40.7206,-73.9813,40.7668,VTS,Credit,10012,10103,48,23,8,22,23,8,2009,26,C9592T
280362430,8480,1,0,2,0.5,8.7,0.83,-73.9905,40.7626,-73.988,40.7572,VTS,Credit,10018,10018,9,23,4,3,23,4,2010,6,C5859T
1274783,2708,1,0,0,0,8.2,2.3,-73.9742,40.7891,-73.9816,40.7636,CMT,Cash,10162,10103,23,0,21,16,0,21,2008,7,C8281T
271875964,13207,1,0,0,0,15.4,5.64,-73.9915,40.6986,-73.9848,40.7568,VTS,Cash,11201,10020,27,2,14,10,2,14,2008,17,C0302T
1954525,140,1,0,0,0,15.4,5.7,-73.8973,40.7582,-73.9841,40.7595,CMT,Cash,11103,10020,53,4,8,38,4,8,2008,15,C0806T
3097415,3862,2,0,3,0,26.4,9.9,-73.91,40.8601,-73.9904,40.7617,CMT,Credit,10453,10018,1,5,28,45,4,28,2008,16,C4849T
2215706,9020,1,0,0,0,3.7,0.5,-73.9806,40.7578,-73.9821,40.7611,CMT,Cash,10020,10020,39,6,5,36,6,5,2008,3,C6661T
2215588,528,1,0,0,0,20.9,8,-73.9383,40.8518,-73.9849,40.7603,CMT,Cash,10034,10020,23,7,5,5,7,5,2008,18,C6868T
2587590,8814,1,0,0,0,4.5,0.9,-73.985,40.7552,-73.9794,40.7662,CMT,Cash,10110,10153,6,7,10,3,7,10,2008,3,C9991T
2587638,3376,1,0,0.97,0,7.47,1,-73.983,40.7657,-73.9866,40.7558,CMT,Credit,10103,10110,59,8,10,50,8,10,2008,9,C9296T
2587797,6100,1,0,0,0,6.1,1.1,-74.0013,40.757,-73.9862,40.7588,CMT,Cash,10199,10018,57,8,10,49,8,10,2008,8,C5855T
2216780,5525,1,0,0,0,5.3,0.7,-73.9847,40.7487,-73.9871,40.7569,CMT,Credit,10001,10018,45,10,5,38,10,5,2008,7,C3131T
2586547,3253,2,0,2,0,13.7,1.5,-73.9707,40.7561,-73.9817,40.762,CMT,Credit,10154,10103,19,11,10,56,10,10,2008,23,C8685T
1707035,3929,1,0,0,0,8.9,1.8,-73.9674,40.7668,-73.9857,40.7582,CMT,Cash,10065,10020,21,11,10,7,11,10,2008,14,C2825T
2585130,1424,1,0,0,0,8.5,1.7,-73.987,40.7455,-73.9793,40.765,CMT,Cash,10001,10103,45,11,10,33,11,10,2008,12,C9496T
271881315,7890,2,0,6.62,0,33.12,8.5,-73.873,40.7744,-73.9809,40.7606,VTS,Credit,11371,10020,58,12,14,20,12,14,2008,38,C2528T
3100274,48,1,0,1,0,5.5,0.5,-73.9897,40.7599,-73.9897,40.7599,CMT,Credit,10018,10018,21,12,28,17,12,28,2008,4,C0809T
1958677,5210,1,0,0,0,4.5,0.5,-73.9761,40.7597,-73.9837,40.7571,CMT,Cash,10111,10020,42,13,8,37,13,8,2008,5,C1917T
2217645,7539,2,0,0,0,12.9,2,-73.9911,40.7432,-73.9792,40.7631,CMT,Cash,10001,10103,26,13,5,2,13,5,2008,24,C1911T
271884796,12044,1,0,3,0,11.5,1.57,-73.9906,40.7501,-73.9834,40.7657,VTS,Credit,10001,10103,10,14,14,57,13,14,2008,13,C0408T
1704745,7232,2,0,0,0,5.3,1.1,-73.9903,40.7419,-73.9867,40.7567,CMT,Cash,10011,10018,40,14,10,35,14,10,2008,5,C6767T
2588710,166,2,0,0,0,10.7,2.3,-73.9918,40.7311,-73.9847,40.7581,CMT,Cash,10003,10020,26,16,10,12,16,10,2008,14,C5351T
3103290,5445,1,0,0,0,7.1,1.4,-73.9926,40.7485,-73.9797,40.7623,CMT,Cash,10001,10103,57,16,28,50,16,28,2008,7,C9591T
1711439,2734,3,4.1,0,0,7.65,0,-73.7805,40.6479,-73.9874,40.7587,CMT,,11422,10018,53,19,10,58,18,10,2008,55,C0401T
3103856,7075,1,0,0,0,9.5,2.6,-73.9597,40.7813,-73.9862,40.7624,CMT,Cash,10028,10018,23,18,28,14,18,28,2008,9,C5359T
3103795,3905,2,0,0,0,10.3,2.4,-73.9767,40.7906,-73.9809,40.7644,CMT,Cash,10162,10103,57,19,28,45,19,28,2008,12,C5859T
3105592,7713,1,0,0,0,7.1,1.2,-73.9914,40.7501,-73.9853,40.7561,CMT,Cash,10119,10110,48,19,28,40,19,28,2008,8,C6561T
1464948,7695,1,0,0,0,5,0.6,-73.9875,40.7698,-73.9894,40.763,CMT,Cash,10019,10018,33,20,13,29,20,13,2008,4,C6565T
1962560,7283,2,0,0,0,7.5,1.5,-73.9788,40.7458,-73.9822,40.7626,CMT,Cash,10017,10103,26,20,8,18,20,8,2008,8,C3233T
2589195,8703,4,0,0,0,10.2,1.8,-74.0053,40.7402,-73.9866,40.7584,CMT,Cash,10014,10018,17,20,10,1,20,10,2008,16,C6869T
271889421,1806,1,0,0,0,8.6,2.18,-74.003,40.7475,-73.9826,40.7662,VTS,Cash,10199,10103,21,20,14,11,20,14,2008,10,C3238T
1711138,7248,2,0,0,0,5.4,0.8,-73.9887,40.7588,-73.9804,40.761,CMT,Cash,10018,10103,55,21,10,50,21,10,2008,5,C7574T
2592287,2693,1,0,0,0,4.6,0.8,-73.9992,40.7493,-73.9922,40.759,CMT,Cash,10199,10018,32,21,10,29,21,10,2008,3,C8286T
1464078,303,1,0,0,0,8.6,1.9,-73.9885,40.7784,-73.9888,40.7603,CMT,Cash,10069,10018,44,22,13,33,22,13,2008,11,C2827T
2222431,9267,4,0,0,0,12.6,3.4,-74.0036,40.7226,-73.9807,40.7643,CMT,Cash,10012,10103,57,22,5,40,22,5,2008,17,C4143T
2589081,2389,4,0,0,0,6.6,1.2,-73.9894,40.7493,-73.9827,40.7641,CMT,Cash,10001,10103,12,22,10,5,22,10,2008,7,C5959T
3030663,7171,1,0,0,0,14.6,4.9,-73.9019,40.7489,-73.9793,40.7654,CMT,Cash,11377,10103,32,22,21,16,22,21,2008,16,C1S1VT
1465059,3829,1,0,0,0,5.8,1,-73.9892,40.7745,-73.9802,40.7656,CMT,Cash,10069,10103,20,23,13,14,23,13,2008,6,C6761T
2221243,4358,1,0,0,0,19.8,7.4,-73.9914,40.6985,-73.9836,40.7658,CMT,Cash,11201,10103,52,23,5,30,23,5,2008,22,C9599T
2224353,7151,1,0,2,0,7.7,1.3,-73.9767,40.7776,-73.9822,40.7634,CMT,Credit,10023,10103,15,23,5,9,23,5,2008,6,C9192T
3032811,6116,1,0,0,0,5.4,0.9,-73.9797,40.7496,-73.9814,40.7595,CMT,Cash,10110,10020,53,23,21,49,23,21,2008,4,C2827T
6098167,3479,1,0,1,0,8.7,1.8,-73.9597,40.7678,-73.9814,40.7645,CMT,Credit,10021,10103,56,0,5,46,0,5,2009,10,C6764T
7050632,2789,3,0,0,0,9.7,3.3,-73.9706,40.7967,-73.9897,40.7574,CMT,Cash,10025,10018,59,0,7,48,0,7,2009,11,C5855T
